year,Category,month,N,population
2015,VIOLENT,3,378,463878
2015,VIOLENT,9,401,463878
2015,VIOLENT,10,398,463878
2015,VIOLENT,6,397,463878
2015,PROPERTY,12,2099,463878
2015,VIOLENT,7,446,463878
2015,VIOLENT,8,411,463878
2015,PROPERTY,1,2151,463878
2015,PROPERTY,2,1583,463878
2016,PROPERTY,6,2047,472522
2016,PROPERTY,7,2218,472522
2016,VIOLENT,2,263,472522
2016,PROPERTY,8,2248,472522
2016,PROPERTY,5,2111,472522
2016,VIOLENT,1,343,472522
2016,PROPERTY,11,1877,472522
2016,PROPERTY,12,2119,472522
2016,PROPERTY,9,2266,472522
2016,PROPERTY,10,2278,472522
2016,PROPERTY,1,1995,472522
2016,PROPERTY,2,1728,472522
2016,PROPERTY,3,1773,472522
2016,PROPERTY,4,1932,472522
2016,VIOLENT,5,397,472522
2016,VIOLENT,6,399,472522
2016,VIOLENT,3,324,472522
2016,VIOLENT,4,348,472522
2016,VIOLENT,9,390,472522
2016,VIOLENT,10,377,472522
2016,VIOLENT,7,396,472522
2016,VIOLENT,8,434,472522
2016,VIOLENT,11,326,472522
2016,VIOLENT,12,306,472522
